ID or #		Start	End	Type	Contig
gene2630		2606583	2607611	complete	NODE_9_length_237731_cov_8.189807:184876-183848
gene2631		2607894	2608157	complete	NODE_9_length_237731_cov_8.189807:183565-183302
gene2632		2608179	2608490	complete	NODE_9_length_237731_cov_8.189807:183280-182969
gene2633		2608667	2609422	complete	NODE_9_length_237731_cov_8.189807:182792-182037
gene2634		2609432	2610376	complete	NODE_9_length_237731_cov_8.189807:182027-181083
gene2635		2610482	2611720	complete	NODE_9_length_237731_cov_8.189807:180977-179739
gene2636		2611697	2612671	complete	NODE_9_length_237731_cov_8.189807:179762-178788
gene2637		2612683	2613720	complete	NODE_9_length_237731_cov_8.189807:178776-177739
gene2638		2613846	2614769	complete	NODE_9_length_237731_cov_8.189807:177613-176690
gene2639		2614750	2615904	complete	NODE_9_length_237731_cov_8.189807:176709-175555
gene2640		2616250	2617629	complete	NODE_9_length_237731_cov_8.189807:175209-173830
gene2641		2617607	2618107	complete	NODE_9_length_237731_cov_8.189807:173852-173352
gene2642		2618104	2618430	complete	NODE_9_length_237731_cov_8.189807:173355-173029
gene2643		2618696	2618962	complete	NODE_9_length_237731_cov_8.189807:172763-172497
gene2644		2618962	2620284	complete	NODE_9_length_237731_cov_8.189807:172497-171175
gene2645		2620301	2621593	complete	NODE_9_length_237731_cov_8.189807:171158-169866
gene2646		2621726	2622121	complete	NODE_9_length_237731_cov_8.189807:169733-169338
gene2647		2622187	2622729	complete	NODE_9_length_237731_cov_8.189807:169272-168730
gene2648		2622717	2625218	complete	NODE_9_length_237731_cov_8.189807:168742-166241
gene2649		2625234	2625929	complete	NODE_9_length_237731_cov_8.189807:166225-165530
gene2650		2626007	2626570	complete	NODE_9_length_237731_cov_8.189807:165452-164889
gene2651		2627015	2627302	complete	NODE_9_length_237731_cov_8.189807:164444-164157
gene2652		2627530	2628312	partial	NODE_9_length_237731_cov_8.189807:162024-161244
gene2653		2628293	2628511	complete	NODE_9_length_237731_cov_8.189807:161263-161045
gene2654		2628801	2629049	complete	NODE_9_length_237731_cov_8.189807:160734-160486
gene2693		2664886	2665866	complete	NODE_9_length_237731_cov_8.189807:130617-129637
gene2694		2665945	2666955	complete	NODE_9_length_237731_cov_8.189807:129559-128549
gene2713		2685271	2685915	complete	NODE_9_length_237731_cov_8.189807:118464-117820
gene2714		2685915	2686760	complete	NODE_9_length_237731_cov_8.189807:117820-116975
gene2715		2686787	2687659	complete	NODE_9_length_237731_cov_8.189807:116948-116076
gene2716		2687661	2688614	complete	NODE_9_length_237731_cov_8.189807:116074-115121
gene2717		2688663	2688797	complete	NODE_9_length_237731_cov_8.189807:115072-114938
gene2718		2688961	2689983	complete	NODE_9_length_237731_cov_8.189807:114774-113752
gene2719		2690364	2691110	complete	NODE_9_length_237731_cov_8.189807:113371-112625
gene2720		2691129	2692130	complete	NODE_9_length_237731_cov_8.189807:112606-111605
gene2721		2692134	2693213	complete	NODE_9_length_237731_cov_8.189807:111601-110522
gene2722		2693228	2693983	complete	NODE_9_length_237731_cov_8.189807:110507-109752
gene2723		2693983	2695125	complete	NODE_9_length_237731_cov_8.189807:109752-108610
gene2724		2695238	2695666	complete	NODE_9_length_237731_cov_8.189807:108497-108069
gene2725		2695771	2696565	complete	NODE_9_length_237731_cov_8.189807:107964-107170
gene2726		2696726	2697613	complete	NODE_9_length_237731_cov_8.189807:107009-106122
gene2727		2697655	2698557	complete	NODE_9_length_237731_cov_8.189807:106080-105178
gene2728		2698661	2699869	complete	NODE_9_length_237731_cov_8.189807:105074-103868
gene2729		2700001	2700546	partial	NODE_9_length_237731_cov_8.189807:95482-95180
gene2739		2707380	2708678	complete	NODE_9_length_237731_cov_8.189807:82771-81473
gene2740		2708716	2709294	complete	NODE_9_length_237731_cov_8.189807:81435-80857
gene2741		2709365	2709553	complete	NODE_9_length_237731_cov_8.189807:80786-80598
gene2742		2709892	2710470	complete	NODE_9_length_237731_cov_8.189807:80259-79681
gene2743		2710446	2711546	complete	NODE_9_length_237731_cov_8.189807:79705-78605
gene2744		2711748	2712674	complete	NODE_9_length_237731_cov_8.189807:78403-77477
gene2745		2712671	2713903	complete	NODE_9_length_237731_cov_8.189807:77480-76248
gene2746		2714179	2715786	complete	NODE_9_length_237731_cov_8.189807:75972-74365
gene2747		2715968	2716246	complete	NODE_9_length_237731_cov_8.189807:74183-73905
gene2748		2716295	2716993	complete	NODE_9_length_237731_cov_8.189807:73856-73158
gene2749		2717226	2717759	complete	NODE_9_length_237731_cov_8.189807:72925-72392
gene2750		2717824	2718714	complete	NODE_9_length_237731_cov_8.189807:72327-71437
gene2751		2718889	2719866	complete	NODE_9_length_237731_cov_8.189807:71262-70285
gene2752		2719899	2721158	complete	NODE_9_length_237731_cov_8.189807:70252-68993
gene2753		2721155	2722396	complete	NODE_9_length_237731_cov_8.189807:68996-67755
gene2754		2722412	2723149	complete	NODE_9_length_237731_cov_8.189807:67739-67002
gene2755		2723130	2723786	complete	NODE_9_length_237731_cov_8.189807:67021-66365
gene2756		2723786	2724451	complete	NODE_9_length_237731_cov_8.189807:66365-65700
gene2757		2724461	2725246	complete	NODE_9_length_237731_cov_8.189807:65690-64905
gene2758		2725461	2726300	complete	NODE_9_length_237731_cov_8.189807:64690-63851
gene2759		2726480	2728066	complete	NODE_9_length_237731_cov_8.189807:63671-62085
gene2760		2728077	2728262	complete	NODE_9_length_237731_cov_8.189807:62074-61889
gene2761		2728259	2728945	complete	NODE_9_length_237731_cov_8.189807:61892-61206
gene2762		2728899	2729657	complete	NODE_9_length_237731_cov_8.189807:61252-60494
gene2763		2729654	2730040	complete	NODE_9_length_237731_cov_8.189807:60497-60111
gene2764		2730126	2730548	complete	NODE_9_length_237731_cov_8.189807:60025-59603
gene2765		2730586	2731704	complete	NODE_9_length_237731_cov_8.189807:59565-58447
gene2766		2731906	2732028	complete	NODE_9_length_237731_cov_8.189807:58245-58123
gene2767		2732025	2732582	complete	NODE_9_length_237731_cov_8.189807:58126-57569
gene2768		2732566	2733576	complete	NODE_9_length_237731_cov_8.189807:57585-56575
gene2769		2733605	2735167	complete	NODE_9_length_237731_cov_8.189807:56546-54984
gene2770		2735187	2736461	complete	NODE_9_length_237731_cov_8.189807:54964-53690
gene2772		2736666	2736809	complete	NODE_9_length_237731_cov_8.189807:42359-42216
gene2773		2736810	2737166	complete	NODE_9_length_237731_cov_8.189807:42215-41859
gene2774		2738733	2739047	complete	NODE_9_length_237731_cov_8.189807:40292-39978
gene2775		2739626	2740351	complete	NODE_9_length_237731_cov_8.189807:39399-38674
gene2780		2743165	2743389	complete	NODE_9_length_237731_cov_8.189807:36823-36599
gene2781		2743592	2744359	complete	NODE_9_length_237731_cov_8.189807:36396-35629
gene2782		2744469	2745260	complete	NODE_9_length_237731_cov_8.189807:35519-34728
gene2783		2745349	2746188	complete	NODE_9_length_237731_cov_8.189807:34639-33800
gene2784		2746166	2747038	complete	NODE_9_length_237731_cov_8.189807:33822-32950
gene2785		2747038	2747754	complete	NODE_9_length_237731_cov_8.189807:32950-32234
gene2786		2747899	2749395	complete	NODE_9_length_237731_cov_8.189807:32089-30593
gene2787		2749497	2750807	complete	NODE_9_length_237731_cov_8.189807:30491-29181
gene2794		2757416	2758111	complete	NODE_9_length_237731_cov_8.189807:20101-19406
gene2795		2758108	2758836	complete	NODE_9_length_237731_cov_8.189807:19409-18681
gene2796		2758833	2759573	complete	NODE_9_length_237731_cov_8.189807:18684-17944
gene2797		2759598	2760533	complete	NODE_9_length_237731_cov_8.189807:17919-16984
gene2798		2760840	2762225	complete	NODE_9_length_237731_cov_8.189807:16677-15292
gene2799		2762235	2763716	complete	NODE_9_length_237731_cov_8.189807:15282-13801
gene2800		2763911	2764804	partial	NODE_9_length_237731_cov_8.189807:13606-12719
gene2801		2764914	2766104	partial	NODE_9_length_237731_cov_8.189807:12313-11783
gene2813		2777108	2778973	partial	NODE_4_length_398729_cov_7.868694:1493-1759
gene2832		2799602	2800519	complete	NODE_4_length_398729_cov_7.868694:11712-12629
gene2849		2810084	2810269	partial	NODE_4_length_398729_cov_7.868694:22065-22246
gene2859		2818328	2820043	complete	NODE_4_length_398729_cov_7.868694:29639-31354
gene2860		2820080	2820328	complete	NODE_4_length_398729_cov_7.868694:31391-31639
gene2861		2820329	2820493	partial	NODE_4_length_398729_cov_7.868694:31640-31783
gene2862		2820448	2821032	partial	NODE_4_length_398729_cov_7.868694:31785-32344
gene2863		2821014	2821805	partial	NODE_4_length_398729_cov_7.868694:32326-32430
gene2865		2822058	2823068	complete	NODE_4_length_398729_cov_7.868694:33365-34375
gene2866		2823238	2824860	complete	NODE_4_length_398729_cov_7.868694:34533-36155
gene2867		2824871	2825815	complete	NODE_4_length_398729_cov_7.868694:36166-37110
gene2868		2825812	2826660	complete	NODE_4_length_398729_cov_7.868694:37107-37955
gene2869		2826657	2828273	complete	NODE_4_length_398729_cov_7.868694:37952-39568
gene2870		2828273	2829259	complete	NODE_4_length_398729_cov_7.868694:39568-40554
gene2871		2829269	2830360	complete	NODE_4_length_398729_cov_7.868694:40564-41655
gene2872		2830367	2831521	complete	NODE_4_length_398729_cov_7.868694:41662-42816
gene2890		2848421	2848996	complete	NODE_4_length_398729_cov_7.868694:59739-60314
gene2891		2849171	2850553	complete	NODE_4_length_398729_cov_7.868694:60489-61871
gene2892		2850668	2854408	complete	NODE_4_length_398729_cov_7.868694:61985-65725
gene2893		2854405	2854932	partial	NODE_4_length_398729_cov_7.868694:65722-66211
gene2894		2854902	2855948	complete	NODE_4_length_398729_cov_7.868694:66220-67266
gene2895		2855948	2856643	complete	NODE_4_length_398729_cov_7.868694:67266-67961
gene2896		2856640	2857320	complete	NODE_4_length_398729_cov_7.868694:67958-68638
gene2897		2857991	2858557	complete	NODE_4_length_398729_cov_7.868694:68835-69401
gene2898		2858909	2860564	complete	NODE_4_length_398729_cov_7.868694:69753-71408
gene2899		2860622	2861590	complete	NODE_4_length_398729_cov_7.868694:71466-72434
gene2900		2861587	2862291	complete	NODE_4_length_398729_cov_7.868694:72431-73135
gene2901		2862886	2863083	complete	NODE_4_length_398729_cov_7.868694:73730-73927
gene2902		2863138	2863962	complete	NODE_4_length_398729_cov_7.868694:73982-74806
gene2903		2864167	2865735	complete	NODE_4_length_398729_cov_7.868694:75011-76579
gene2904		2865858	2867141	complete	NODE_4_length_398729_cov_7.868694:76702-77985
gene2905		2867185	2868801	partial	NODE_4_length_398729_cov_7.868694:78029-79641
gene2907		2869844	2870071	complete	NODE_4_length_398729_cov_7.868694:79685-79912
gene2908		2870142	2870759	complete	NODE_4_length_398729_cov_7.868694:79983-80600
gene2909		2870837	2871688	complete	NODE_4_length_398729_cov_7.868694:84770-85621
gene2910		2871726	2872505	complete	NODE_4_length_398729_cov_7.868694:85659-86438
gene2911		2872489	2873415	complete	NODE_4_length_398729_cov_7.868694:86422-87348
gene2912		2873425	2873934	complete	NODE_4_length_398729_cov_7.868694:87358-87867
gene2913		2873946	2876210	complete	NODE_4_length_398729_cov_7.868694:87879-90143
gene2914		2876235	2877356	complete	NODE_4_length_398729_cov_7.868694:90168-91289
gene2915		2877346	2878353	complete	NODE_4_length_398729_cov_7.868694:91279-92286
gene2916		2878445	2878996	complete	NODE_4_length_398729_cov_7.868694:92378-92929
gene2924		2887665	2887964	complete	NODE_4_length_398729_cov_7.868694:101264-101563
gene2925		2888054	2888284	complete	NODE_4_length_398729_cov_7.868694:101653-101883
gene2926		2888246	2889181	complete	NODE_4_length_398729_cov_7.868694:101845-102780
gene2927		2889244	2890281	complete	NODE_4_length_398729_cov_7.868694:102843-103880
gene2928		2890347	2890928	complete	NODE_4_length_398729_cov_7.868694:103946-104527
gene2937		2896464	2896637	complete	NODE_4_length_398729_cov_7.868694:110063-110236
gene2971		2928691	2931063	complete	NODE_4_length_398729_cov_7.868694:142267-144639
gene2972		2931133	2932251	complete	NODE_4_length_398729_cov_7.868694:144709-145827
gene2973		2932276	2932551	complete	NODE_4_length_398729_cov_7.868694:145852-146127
gene2996		2951363	2952649	partial	NODE_4_length_398729_cov_7.868694:165117-166138
gene2997		2952762	2953424	complete	NODE_4_length_398729_cov_7.868694:166251-166913
gene2998		2953476	2953766	complete	NODE_4_length_398729_cov_7.868694:166965-167255
gene3009		2961730	2962626	partial	NODE_4_length_398729_cov_7.868694:175623-176119
gene3010		2962675	2962917	complete	NODE_4_length_398729_cov_7.868694:176168-176410
gene3011		2963057	2963656	complete	NODE_4_length_398729_cov_7.868694:176550-177149
gene3012		2963710	2964807	complete	NODE_4_length_398729_cov_7.868694:177203-178300
gene3013		2964886	2965293	complete	NODE_4_length_398729_cov_7.868694:178379-178786
gene3014		2965431	2966078	complete	NODE_4_length_398729_cov_7.868694:178924-179571
gene3015		2966126	2966473	complete	NODE_4_length_398729_cov_7.868694:179619-179966
gene3016		2967102	2967686	complete	NODE_4_length_398729_cov_7.868694:180595-181179
gene3018		2968596	2969177	complete	NODE_4_length_398729_cov_7.868694:182102-182683
gene3025		2978100	2978507	partial	NODE_4_length_398729_cov_7.868694:191918-192073
gene3026		2978647	2979225	complete	NODE_4_length_398729_cov_7.868694:192214-192792
gene3027		2979480	2979556	complete	NODE_4_length_398729_cov_7.868694:193047-193123
gene3029		2979644	2979720	complete	NODE_4_length_398729_cov_7.868694:193209-193285
gene3030		2979907	2980077	complete	NODE_4_length_398729_cov_7.868694:193949-194119
gene3045		2989778	2991481	complete	NODE_4_length_398729_cov_7.868694:209791-211494
gene3046		2991525	2992484	complete	NODE_4_length_398729_cov_7.868694:211540-212499
gene3047		2992481	2993431	complete	NODE_4_length_398729_cov_7.868694:212496-213446
gene3048		2993428	2994408	complete	NODE_4_length_398729_cov_7.868694:213443-214423
gene3049		2994405	2995376	complete	NODE_4_length_398729_cov_7.868694:214420-215391
gene3052		2996913	2997197	partial	NODE_4_length_398729_cov_7.868694:217877-217980
gene3053		2997342	2998235	complete	NODE_4_length_398729_cov_7.868694:218125-219018
gene3054		2998256	2998873	complete	NODE_4_length_398729_cov_7.868694:219039-219656
gene3055		2998989	2999924	partial	NODE_4_length_398729_cov_7.868694:219772-220674
gene3059		3003265	3004254	complete	NODE_4_length_398729_cov_7.868694:226765-227754
gene3060		3004275	3005693	complete	NODE_4_length_398729_cov_7.868694:227775-229193
gene3061		3005705	3006694	complete	NODE_4_length_398729_cov_7.868694:229205-230194
gene3062		3006989	3007888	complete	NODE_4_length_398729_cov_7.868694:230489-231388
gene3063		3008096	3009064	complete	NODE_4_length_398729_cov_7.868694:231596-232564
gene3064		3009076	3010359	complete	NODE_4_length_398729_cov_7.868694:232576-233859
gene3065		3010349	3010828	complete	NODE_4_length_398729_cov_7.868694:233849-234328
gene3066		3010825	3011706	complete	NODE_4_length_398729_cov_7.868694:234325-235206
gene3067		3011706	3012689	complete	NODE_4_length_398729_cov_7.868694:235206-236189
gene3068		3012686	3013516	complete	NODE_4_length_398729_cov_7.868694:236186-237016
gene3069		3013518	3014333	complete	NODE_4_length_398729_cov_7.868694:237018-237833
gene3070		3014360	3015781	complete	NODE_4_length_398729_cov_7.868694:237860-239281
gene3073		3016790	3017581	complete	NODE_4_length_398729_cov_7.868694:246674-247465
gene3074		3017871	3018011	complete	NODE_4_length_398729_cov_7.868694:247755-247895
gene3075		3018056	3018946	complete	NODE_4_length_398729_cov_7.868694:247940-248830
gene3076		3019087	3019794	complete	NODE_4_length_398729_cov_7.868694:248971-249678
gene3077		3019796	3020452	complete	NODE_4_length_398729_cov_7.868694:249680-250336
gene3078		3020462	3021211	complete	NODE_4_length_398729_cov_7.868694:250346-251095
gene3079		3021242	3021643	complete	NODE_4_length_398729_cov_7.868694:251126-251527
gene3080		3021655	3022578	complete	NODE_4_length_398729_cov_7.868694:251539-252462
gene3081		3022623	3024017	complete	NODE_4_length_398729_cov_7.868694:252507-253901
gene3082		3024041	3024811	complete	NODE_4_length_398729_cov_7.868694:253925-254695
gene3083		3024831	3025703	complete	NODE_4_length_398729_cov_7.868694:254715-255587
gene3084		3025810	3026589	complete	NODE_4_length_398729_cov_7.868694:255694-256473
gene3085		3026599	3028278	complete	NODE_4_length_398729_cov_7.868694:256483-258162
gene3086		3028302	3029072	complete	NODE_4_length_398729_cov_7.868694:258186-258956
gene3094		3038719	3039756	complete	NODE_4_length_398729_cov_7.868694:263182-264219
gene3096		3043372	3043710	complete	NODE_4_length_398729_cov_7.868694:267477-267815
gene3097		3043704	3044213	complete	NODE_4_length_398729_cov_7.868694:267809-268318
gene3098		3044210	3044656	complete	NODE_4_length_398729_cov_7.868694:268315-268761
gene3099		3044668	3045222	complete	NODE_4_length_398729_cov_7.868694:268773-269327
gene3100		3045219	3047171	complete	NODE_4_length_398729_cov_7.868694:269324-271276
gene3101		3047168	3047626	complete	NODE_4_length_398729_cov_7.868694:271273-271731
gene3102		3047610	3047840	complete	NODE_4_length_398729_cov_7.868694:271715-271945
gene3103		3047837	3048574	complete	NODE_4_length_398729_cov_7.868694:271942-272679
gene3104		3048624	3049283	complete	NODE_4_length_398729_cov_7.868694:272729-273388
gene3105		3049280	3049903	complete	NODE_4_length_398729_cov_7.868694:273385-274008
gene3106		3049987	3051327	complete	NODE_4_length_398729_cov_7.868694:274092-275432
gene3107		3051338	3053122	complete	NODE_4_length_398729_cov_7.868694:275443-277227
gene3108		3053125	3053880	complete	NODE_4_length_398729_cov_7.868694:277230-277985
gene3109		3054382	3054753	complete	NODE_4_length_398729_cov_7.868694:278487-278858
gene3110		3054761	3055831	partial	NODE_4_length_398729_cov_7.868694:280027-281096
gene3111		3055824	3057593	complete	NODE_4_length_398729_cov_7.868694:281089-282858
gene3112		3057667	3058755	complete	NODE_4_length_398729_cov_7.868694:282932-284020
gene3113		3058774	3059010	complete	NODE_4_length_398729_cov_7.868694:284039-284275
gene3114		3059058	3060137	complete	NODE_4_length_398729_cov_7.868694:284323-285402
gene3115		3060325	3062535	complete	NODE_4_length_398729_cov_7.868694:285590-287800
gene3116		3062578	3062739	complete	NODE_4_length_398729_cov_7.868694:287843-288004
gene3117		3062703	3063734	complete	NODE_4_length_398729_cov_7.868694:287968-288999
gene3118		3064030	3065229	complete	NODE_4_length_398729_cov_7.868694:289295-290494
gene3119		3065345	3065779	complete	NODE_4_length_398729_cov_7.868694:290610-291044
gene3121		3067614	3068006	partial	NODE_4_length_398729_cov_7.868694:291088-291475
gene3123		3069020	3069742	complete	NODE_4_length_398729_cov_7.868694:298487-299209
gene3124		3069729	3070493	complete	NODE_4_length_398729_cov_7.868694:299196-299960
gene3125		3070557	3071324	complete	NODE_4_length_398729_cov_7.868694:300024-300791
gene3126		3071323	3071451	complete	NODE_4_length_398729_cov_7.868694:300790-300918
gene3127		3071417	3072349	complete	NODE_4_length_398729_cov_7.868694:300884-301816
gene3128		3072315	3073292	complete	NODE_4_length_398729_cov_7.868694:301782-302759
gene3129		3073282	3074235	complete	NODE_4_length_398729_cov_7.868694:302749-303702
gene3130		3074330	3075355	complete	NODE_4_length_398729_cov_7.868694:303797-304822
gene3131		3075352	3076173	complete	NODE_4_length_398729_cov_7.868694:304819-305640
gene3132		3076679	3078751	complete	NODE_4_length_398729_cov_7.868694:306146-308218
gene3133		3078979	3079752	complete	NODE_4_length_398729_cov_7.868694:308598-309371
gene3134		3079746	3080741	complete	NODE_4_length_398729_cov_7.868694:309365-310360
gene3135		3080722	3081759	complete	NODE_4_length_398729_cov_7.868694:310341-311378
gene3136		3081756	3082718	complete	NODE_4_length_398729_cov_7.868694:311375-312337
gene3137		3082724	3083875	complete	NODE_4_length_398729_cov_7.868694:312343-313494
gene3138		3083862	3084956	complete	NODE_4_length_398729_cov_7.868694:313481-314575
gene3139		3085101	3085994	complete	NODE_4_length_398729_cov_7.868694:314720-315613
gene3140		3086363	3086704	complete	NODE_4_length_398729_cov_7.868694:315982-316323
gene3141		3086710	3088290	complete	NODE_4_length_398729_cov_7.868694:316329-317909
gene3142		3088303	3089028	complete	NODE_4_length_398729_cov_7.868694:317922-318647
gene3143		3089131	3090327	complete	NODE_4_length_398729_cov_7.868694:318750-319946
gene3144		3090403	3091389	complete	NODE_4_length_398729_cov_7.868694:320022-321008
gene3145		3091415	3092365	complete	NODE_4_length_398729_cov_7.868694:321034-321984
gene3146		3092358	3093164	complete	NODE_4_length_398729_cov_7.868694:321977-322783
gene3147		3093175	3094041	complete	NODE_4_length_398729_cov_7.868694:322794-323660
gene3148		3094059	3094532	complete	NODE_4_length_398729_cov_7.868694:323678-324151
gene3149		3094493	3094954	complete	NODE_4_length_398729_cov_7.868694:324112-324573
gene3150		3095004	3096668	complete	NODE_4_length_398729_cov_7.868694:324623-326287
gene3151		3096846	3097658	complete	NODE_4_length_398729_cov_7.868694:326465-327277
gene3152		3097750	3098808	complete	NODE_4_length_398729_cov_7.868694:327369-328427
gene3153		3098798	3099805	complete	NODE_4_length_398729_cov_7.868694:328417-329424
gene3154		3099802	3100551	complete	NODE_4_length_398729_cov_7.868694:329421-330170
gene3155		3100535	3101278	complete	NODE_4_length_398729_cov_7.868694:330154-330897
gene3156		3101335	3102171	complete	NODE_4_length_398729_cov_7.868694:330954-331790
gene3157		3102187	3103509	complete	NODE_4_length_398729_cov_7.868694:331806-333128
gene3158		3103581	3105434	complete	NODE_4_length_398729_cov_7.868694:333200-335053
gene3159		3105561	3106199	complete	NODE_4_length_398729_cov_7.868694:335180-335818
gene3160		3106217	3106429	complete	NODE_4_length_398729_cov_7.868694:335836-336048
gene3161		3106419	3106577	complete	NODE_4_length_398729_cov_7.868694:336038-336196
gene3162		3106666	3106797	complete	NODE_4_length_398729_cov_7.868694:336285-336416
gene3163		3106935	3108347	complete	NODE_4_length_398729_cov_7.868694:336554-337966
gene3164		3108660	3108896	complete	NODE_4_length_398729_cov_7.868694:338279-338515
gene3165		3108958	3109944	complete	NODE_4_length_398729_cov_7.868694:338577-339563
gene3166		3110044	3110460	complete	NODE_4_length_398729_cov_7.868694:339663-340079
gene3167		3110472	3111692	complete	NODE_4_length_398729_cov_7.868694:340091-341311
gene3168		3111689	3112963	complete	NODE_4_length_398729_cov_7.868694:341308-342582
gene3169		3112938	3113684	complete	NODE_4_length_398729_cov_7.868694:342557-343303
gene3170		3113701	3115188	complete	NODE_4_length_398729_cov_7.868694:343320-344807
gene3171		3115191	3115568	complete	NODE_4_length_398729_cov_7.868694:344810-345187
gene3179		3120665	3123757	partial	NODE_4_length_398729_cov_7.868694:347540-350600
gene3180		3123754	3124863	complete	NODE_4_length_398729_cov_7.868694:350597-351706
gene3181		3124938	3125474	complete	NODE_4_length_398729_cov_7.868694:351781-352317
gene3182		3125648	3126643	complete	NODE_4_length_398729_cov_7.868694:352491-353486
gene3183		3126740	3127651	complete	NODE_4_length_398729_cov_7.868694:353583-354494
gene3184		3127810	3128808	complete	NODE_4_length_398729_cov_7.868694:354653-355651
gene3185		3128808	3129845	complete	NODE_4_length_398729_cov_7.868694:355651-356688
gene3186		3129845	3130255	partial	NODE_4_length_398729_cov_7.868694:356688-357077
gene3187		3130282	3130605	complete	NODE_4_length_398729_cov_7.868694:357126-357449
gene3188		3130662	3131849	complete	NODE_4_length_398729_cov_7.868694:357506-358693
gene3197		3140586	3142964	complete	NODE_4_length_398729_cov_7.868694:367470-369848
gene3198		3143040	3143159	complete	NODE_4_length_398729_cov_7.868694:369924-370043
gene3199		3143304	3144137	complete	NODE_4_length_398729_cov_7.868694:370188-371021
gene3200		3144196	3145338	complete	NODE_4_length_398729_cov_7.868694:371080-372222
gene3201		3145494	3145673	complete	NODE_4_length_398729_cov_7.868694:372378-372557
gene3202		3145703	3147145	complete	NODE_4_length_398729_cov_7.868694:372587-374029
gene3203		3147259	3147723	complete	NODE_4_length_398729_cov_7.868694:374143-374607
gene3204		3147803	3148552	complete	NODE_4_length_398729_cov_7.868694:374689-375438
gene3205		3148552	3149103	complete	NODE_4_length_398729_cov_7.868694:375438-375989
gene3206		3149349	3150140	complete	NODE_4_length_398729_cov_7.868694:376235-377026
gene3207		3150177	3151163	complete	NODE_4_length_398729_cov_7.868694:377063-378049
gene3208		3151287	3152720	complete	NODE_4_length_398729_cov_7.868694:378173-379606
gene3211		3155215	3155568	complete	NODE_4_length_398729_cov_7.868694:382098-382451
gene3212		3155621	3155920	complete	NODE_4_length_398729_cov_7.868694:382504-382803
gene3213		3155925	3158312	complete	NODE_4_length_398729_cov_7.868694:382808-385195
gene3214		3158328	3159311	complete	NODE_4_length_398729_cov_7.868694:385211-386194
gene3215		3160025	3160222	complete	NODE_4_length_398729_cov_7.868694:386908-387105
gene3217		3160861	3162789	complete	NODE_4_length_398729_cov_7.868694:387748-389676
gene3232		3173347	3174351	complete	NODE_20_length_85165_cov_8.967991:74622-73618
gene3233		3174348	3175361	complete	NODE_20_length_85165_cov_8.967991:73621-72608
gene3234		3175373	3176281	complete	NODE_20_length_85165_cov_8.967991:72596-71688
gene3235		3176296	3177216	complete	NODE_20_length_85165_cov_8.967991:71673-70753
gene3236		3177302	3178936	complete	NODE_20_length_85165_cov_8.967991:70667-69033
gene3243		3184800	3185207	complete	NODE_20_length_85165_cov_8.967991:63171-62764
gene3251		3191077	3191520	complete	NODE_20_length_85165_cov_8.967991:56889-56446
gene3252		3191628	3192524	complete	NODE_20_length_85165_cov_8.967991:56338-55442
gene3253		3192521	3193198	complete	NODE_20_length_85165_cov_8.967991:55445-54768
gene3254		3193198	3193908	complete	NODE_20_length_85165_cov_8.967991:54768-54058
gene3255		3193905	3195440	complete	NODE_20_length_85165_cov_8.967991:54061-52526
gene3256		3195437	3199180	complete	NODE_20_length_85165_cov_8.967991:52529-48786
gene3262		3205256	3207856	partial	NODE_20_length_85165_cov_8.967991:42697-40104
gene3263		3207856	3209400	complete	NODE_20_length_85165_cov_8.967991:40104-38560
gene3264		3209450	3211924	partial	NODE_20_length_85165_cov_8.967991:38510-38300,NODE_20_length_85165_cov_8.967991:38299-36037
gene3265		3211935	3212723	complete	NODE_20_length_85165_cov_8.967991:36026-35238
gene3266		3212733	3213083	complete	NODE_20_length_85165_cov_8.967991:35228-34878
gene3267		3213196	3213615	partial	NODE_20_length_85165_cov_8.967991:34755-34344
gene3268		3213617	3214873	complete	NODE_20_length_85165_cov_8.967991:34342-33086
gene3272		3216956	3217198	complete	NODE_20_length_85165_cov_8.967991:31001-30759
gene3273		3217416	3218096	complete	NODE_20_length_85165_cov_8.967991:30541-29861
gene3274		3218233	3218484	complete	NODE_20_length_85165_cov_8.967991:29724-29473
gene3275		3218727	3219827	complete	NODE_20_length_85165_cov_8.967991:29230-28130
gene3276		3219914	3220768	complete	NODE_20_length_85165_cov_8.967991:28042-27188
gene3277		3220808	3221620	complete	NODE_20_length_85165_cov_8.967991:27148-26336
gene3278		3221624	3222016	complete	NODE_20_length_85165_cov_8.967991:26332-25940
gene3279		3222016	3222864	partial	NODE_20_length_85165_cov_8.967991:25940-25137
gene3280		3222864	3223946	complete	NODE_20_length_85165_cov_8.967991:25092-24010
gene3281		3223989	3225245	complete	NODE_20_length_85165_cov_8.967991:23967-22711
gene3282		3225516	3226127	complete	NODE_20_length_85165_cov_8.967991:22439-21828
gene3283		3226127	3226975	complete	NODE_20_length_85165_cov_8.967991:21828-20980
gene3284		3227159	3228106	complete	NODE_20_length_85165_cov_8.967991:20796-19849
gene3285		3228231	3229910	complete	NODE_20_length_85165_cov_8.967991:19598-17919
gene3286		3229911	3230957	complete	NODE_20_length_85165_cov_8.967991:17918-16872
gene3290		3233604	3233933	partial	NODE_20_length_85165_cov_8.967991:14043-13895
gene3291		3234017	3234931	complete	NODE_20_length_85165_cov_8.967991:13811-12897
gene3292		3235063	3236478	partial	NODE_20_length_85165_cov_8.967991:12210-11363
gene3293		3236498	3236941	complete	NODE_20_length_85165_cov_8.967991:11343-10900
